User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Jim Stevens","Frank Roberts",Carer,"2020-04-18 09:43:13",856,Outgoing,55
"Jim Stevens","Andrew Davis",Nurse,"2020-05-14 02:06:21",258,Outgoing,81
"Jim Stevens","Christian Gray",Carer,"2020-05-31 11:34:09",851,Incoming,98
"Jim Stevens","Andy Reid",Carer,"2020-05-01 12:46:31",411,Incoming,62
"Jim Stevens","Elsie Shaw",Nurse,"2020-04-24 05:46:24",898,Incoming,4
"Jim Stevens","Riley Kennedy",Nurse,"2020-05-20 12:13:50",152,Incoming,70
"Jim Stevens","Dylan Matthews",Nurse,"2020-05-06 09:29:39",346,Outgoing,98
"Jim Stevens","Scott Collins",Carer,"2020-05-21 03:02:30",521,Incoming,26
"Jim Stevens","Megan Knight",Nurse,"2020-04-16 09:45:01",597,Incoming,90
"Jim Stevens","Mark Walsh",Nurse,"2020-04-19 04:01:09",604,Outgoing,69
"Jim Stevens","Kevin Young",Carer,"2020-05-17 08:04:00",131,Incoming,12
"Jim Stevens","Abbie Bailey",Carer,"2020-05-02 02:41:38",301,Outgoing,71
"Jim Stevens","Lilly Murphy",Carer,"2020-05-23 05:59:06",979,Incoming,9
"Jim Stevens","Frank Roberts",Carer,"2020-05-21 04:06:56",767,Outgoing,100
"Jim Stevens","Jim Williams",Carer,"2020-06-01 01:37:40",511,Incoming,100
"Jim Stevens","Elsie Shaw",Nurse,"2020-05-03 06:41:58",157,Incoming,85
"Jim Stevens","Stephanie Jones",Carer,"2020-05-22 07:42:21",651,Outgoing,50
"Jim Stevens","Charlotte Powell",Nurse,"2020-06-05 11:57:00",934,Outgoing,48
"Jim Stevens","Stephanie Miller",Nurse,"2020-06-14 09:11:20",141,Outgoing,94
"Jim Stevens","Harry Graham",Carer,"2020-06-04 12:45:41",206,Outgoing,3
"Jim Stevens","Chelsea Price",Carer,"2020-04-16 10:48:49",222,Outgoing,16
"Jim Stevens","Rob Campbell",Carer,"2020-06-10 07:38:28",931,Incoming,71
"Jim Stevens","Olivia Shaw",Carer,"2020-05-22 06:02:04",641,Outgoing,49
"Jim Stevens","Rowena Smith",Carer,"2020-04-24 09:41:58",223,Incoming,16
"Jim Stevens","Elizabeth Carter",Nurse,"2020-05-04 01:19:50",969,Outgoing,76
"Jim Stevens","Adrian Hall",Nurse,"2020-04-19 12:37:22",199,Incoming,41
"Jim Stevens","Andrew Harrison",Carer,"2020-05-22 06:41:57",855,Incoming,48
"Jim Stevens","Rob Campbell",Carer,"2020-06-13 10:30:22",620,Incoming,42
"Jim Stevens","Emma Robinson",Carer,"2020-05-23 04:40:41",660,Incoming,43
"Jim Stevens","Zach Robinson",Nurse,"2020-06-11 09:44:31",291,Incoming,12
"Jim Stevens","Karlie Harrison",Carer,"2020-06-13 07:27:21",475,Outgoing,31
"Jim Stevens","Florence Fox",Nurse,"2020-05-19 01:07:02",267,Incoming,96
"Jim Stevens","Abbie Bailey",Carer,"2020-05-24 10:14:03",677,Outgoing,99
"Jim Stevens","Jacob Matthews",Nurse,"2020-05-26 12:08:11",354,Outgoing,24
"Jim Stevens","Donna Holmes",Nurse,"2020-05-25 07:32:21",384,Incoming,62
"Jim Stevens","Megan Knight",Nurse,"2020-06-02 08:11:14",291,Outgoing,33
"Jim Stevens","Kevin Young",Carer,"2020-06-01 10:51:10",326,Incoming,57
"Jim Stevens","Elizabeth Carter",Nurse,"2020-06-08 05:13:33",531,Incoming,84
"Jim Stevens","Gary Harris",Carer,"2020-05-19 02:47:05",154,Incoming,76
"Jim Stevens","Christian Gray",Carer,"2020-05-20 12:16:45",227,Incoming,68
"Jim Stevens","Suzanne Campbell",Carer,"2020-04-18 04:08:32",754,Outgoing,73
"Jim Stevens","Quentin Harris",Carer,"2020-06-11 02:26:53",962,Outgoing,97
"Jim Stevens","Carole Hill",Nurse,"2020-06-11 12:35:37",508,Outgoing,69
"Jim Stevens","Lucas Wright",Carer,"2020-06-10 02:16:17",3305,Outgoing,69
"Jim Stevens","Candice Powell",Nurse,"2020-06-08 03:53:16",4474,Outgoing,69
"Jim Stevens","Vicky Ellis",Nurse,"2020-06-11 09:35:22",4832,Outgoing,61
"Jim Stevens","Rachel Roberts",Carer,"2020-06-11 07:12:05",9704,Incoming,95
"Jim Stevens","Rachel Lloyd",Carer,"2020-06-16 03:38:35",5800,Outgoing,47
"Jim Stevens","Rachel Lloyd",Carer,"2020-06-10 06:01:34",2694,Incoming,76
"Jim Stevens","Dylan Matthews",Nurse,"2020-06-11 12:35:58",1911,Incoming,2
"Jim Stevens","Faye Fox",Carer,"2020-06-11 02:19:09",4733,Incoming,97
"Jim Stevens","Rachel Roberts",Carer,"2020-06-11 06:08:45",4900,Incoming,7
"Jim Stevens","Megan Knight",Nurse,"2020-06-08 10:45:44",7237,Incoming,16
"Jim Stevens","Yasmine Robertson",Nurse,"2020-06-15 02:52:36",2437,Outgoing,91
"Jim Stevens","Aiden Richardson",Nurse,"2020-06-09 06:08:27",9751,Incoming,45
"Jim Stevens","Sophia Wilson",Nurse,"2020-06-11 10:37:24",921,Incoming,58
"Jim Stevens","Joanne Walsh",Nurse,"2020-06-15 10:59:25",3059,Outgoing,2
"Jim Stevens","Jeremy Powell",Nurse,"2020-06-12 08:29:22",2851,Incoming,83
"Jim Stevens","Joanne Walsh",Nurse,"2020-06-13 08:20:29",7353,Incoming,1
"Jim Stevens","Patrick Chapman",Nurse,"2020-06-09 01:25:26",9219,Incoming,25
"Jim Stevens","Sally Lloyd",Carer,"2020-06-12 01:31:27",3668,Outgoing,52
"Jim Stevens","Frank Roberts",Carer,"2020-06-08 06:33:51",1142,Outgoing,32
"Jim Stevens","Callum Johnson",Nurse,"2020-06-12 06:47:30",429,Incoming,60
"Jim Stevens","Gary Harris",Carer,"2020-06-15 07:21:56",8395,Incoming,100
"Jim Stevens","Dylan Owen",Nurse,"2020-06-11 10:30:44",2026,Incoming,14
"Jim Stevens","Donna Holmes",Nurse,"2020-06-12 01:14:06",6188,Incoming,44
"Jim Stevens","Joanne Walsh",Nurse,"2020-06-16 01:45:01",6906,Incoming,20
"Jim Stevens","Toby Martin",Carer,"2020-06-11 09:40:05",965,Incoming,53
"Jim Stevens","Dylan Matthews",Nurse,"2020-06-13 03:03:59",879,Outgoing,91
"Jim Stevens","Kelly Walsh",Nurse,"2020-06-12 09:59:31",9267,Outgoing,3
"Jim Stevens","Charlie Martin",Nurse,"2020-06-11 03:21:11",4107,Outgoing,38
"Jim Stevens","Michael Miller",Nurse,"2020-06-09 06:08:17",4236,Outgoing,93
"Jim Stevens","Suzanne Campbell",Carer,"2020-06-12 07:17:28",1726,Outgoing,34
"Jim Stevens","Jacob Matthews",Nurse,"2020-06-16 08:32:57",4283,Outgoing,44
"Jim Stevens","Lola Ellis",Nurse,"2020-06-14 01:11:55",8508,Incoming,100
"Jim Stevens","Sally Lloyd",Carer,"2020-06-15 10:45:22",9119,Outgoing,31
"Jim Stevens","Rachel Roberts",Carer,"2020-06-08 08:11:32",8777,Outgoing,76
"Jim Stevens","Mark Walsh",Nurse,"2020-06-10 03:05:35",1925,Outgoing,89
"Jim Stevens","Rob Campbell",Carer,"2020-06-15 01:41:54",9287,Incoming,95
"Jim Stevens","Charlie Martin",Nurse,"2020-06-16 02:55:44",6834,Incoming,52
"Jim Stevens","Adrian Hall",Nurse,"2020-06-10 04:54:23",456,Incoming,60
"Jim Stevens","Ian Ward",Nurse,"2020-06-08 02:45:03",4230,Outgoing,90
"Jim Stevens","Karlie Baker",Nurse,"2020-06-09 02:33:59",9888,Incoming,93
"Jim Stevens","Charles Scott",Carer,"2020-06-15 12:17:24",9790,Incoming,96
"Jim Stevens","Paul Patel",Carer,"2020-06-13 05:49:58",3458,Outgoing,90
"Jim Stevens","Nathan Bennett",Carer,"2020-06-09 10:02:38",4024,Outgoing,17
"Jim Stevens","Quentin Harris",Carer,"2020-06-14 03:50:10",2129,Outgoing,70
"Jim Stevens","Bradley Stewart",Carer,"2020-06-15 11:29:10",8648,Incoming,72
"Jim Stevens","Jacob Khan",Nurse,"2020-06-10 09:24:09",8464,Outgoing,68
"Jim Stevens","Elizabeth Carter",Nurse,"2020-06-12 07:09:40",8581,Incoming,64
"Jim Stevens","Andrew Harrison",Carer,"2020-06-08 10:26:56",1674,Incoming,42
"Jim Stevens","Courtney Price",Carer,"2020-06-12 03:06:27",519,Incoming,96
"Jim Stevens","Andy Reid",Carer,"2020-06-10 05:33:01",7020,Incoming,24
"Jim Stevens","Liam Adams",Carer,"2020-06-09 02:56:55",6202,Outgoing,15
"Jim Stevens","Andrew Harrison",Carer,"2020-06-12 06:41:22",3764,Incoming,63
"Jim Stevens","Ian Ward",Nurse,"2020-06-15 11:54:19",3829,Outgoing,4
"Jim Stevens","Caitlin Ross",Carer,"2020-06-14 05:56:53",3153,Outgoing,84
"Jim Stevens","Courtney Price",Carer,"2020-06-11 11:59:44",9527,Outgoing,82
"Jim Stevens","Adrian Hall",Nurse,"2020-06-11 01:40:16",8931,Incoming,92
"Jim Stevens","Riley Kennedy",Nurse,"2020-06-09 06:12:32",6744,Incoming,1
"Jim Stevens","Mark Walsh",Nurse,"2020-06-15 10:39:00",6477,Outgoing,60
"Jim Stevens","Sarah Hall",Nurse,"2020-06-09 08:24:28",4864,Outgoing,19
"Jim Stevens","Lexi Jones",Nurse,"2020-06-13 06:38:46",7788,Incoming,44
"Jim Stevens","Phoebe Saunders",Carer,"2020-06-14 04:23:12",7983,Incoming,44
"Jim Stevens","Rob Campbell",Carer,"2020-06-11 06:29:23",4144,Outgoing,1
"Jim Stevens","Bradley Stewart",Carer,"2020-06-14 05:30:35",7641,Incoming,70
"Jim Stevens","Andrew Harrison",Carer,"2020-06-12 11:29:25",1360,Incoming,89
"Jim Stevens","Rob Campbell",Carer,"2020-06-09 08:56:25",1524,Incoming,5
"Jim Stevens","Faye Fox",Carer,"2020-06-11 11:31:10",9404,Outgoing,58
"Jim Stevens","Ken Bennett",Carer,"2020-06-12 05:51:15",1152,Outgoing,55
"Jim Stevens","Phoebe Saunders",Carer,"2020-06-12 10:29:53",1394,Incoming,99
"Jim Stevens","Courtney Price",Carer,"2020-06-11 08:44:42",486,Incoming,80
"Jim Stevens","Julie Mason",Nurse,"2020-06-13 05:54:24",5298,Outgoing,25
"Jim Stevens","Lexi Jones",Nurse,"2020-06-11 09:48:12",8637,Outgoing,61
"Jim Stevens","Elliott Saunders",Carer,"2020-06-15 03:24:12",1632,Outgoing,49
"Jim Stevens","Karlie Rogers",Nurse,"2020-06-11 11:48:43",9171,Outgoing,18
"Jim Stevens","Carole Hill",Nurse,"2020-06-09 07:01:58",472,Incoming,6
"Jim Stevens","Elliott Clark",Carer,"2020-06-10 10:23:55",1928,Incoming,27
"Jim Stevens","Paul Patel",Carer,"2020-06-15 01:35:25",8878,Incoming,44
"Jim Stevens","Andrew Harrison",Carer,"2020-06-13 10:05:41",2560,Incoming,64
"Jim Stevens","Brandon Evans",Carer,"2020-06-15 05:21:11",5748,Outgoing,40
"Jim Stevens","Owen Green",Nurse,"2020-06-09 02:57:49",8009,Outgoing,78
"Jim Stevens","Anthony Kelly",Nurse,"2020-06-10 06:42:44",5103,Incoming,87
"Jim Stevens","Carole Adams",Nurse,"2020-06-09 03:49:33",7205,Incoming,45
"Jim Stevens","Lexi Cox",Nurse,"2020-06-08 10:09:46",6541,Incoming,85
"Jim Stevens","Gary Harris",Carer,"2020-06-11 10:46:24",268,Incoming,80
"Jim Stevens","Charles Scott",Carer,"2020-06-10 06:19:07",3457,Incoming,24
"Jim Stevens","Suzanne Campbell",Carer,"2020-06-14 11:15:05",7691,Incoming,16
"Jim Stevens","Megan Knight",Nurse,"2020-06-13 01:23:47",5023,Incoming,38
"Jim Stevens","Kevin Young",Carer,"2020-06-09 12:07:42",9094,Outgoing,95
"Jim Stevens","Carole Adams",Nurse,"2020-06-13 07:39:41",6090,Incoming,92
"Jim Stevens","Quentin Harris",Carer,"2020-06-08 10:39:52",2861,Outgoing,36
"Jim Stevens","Justine Holmes",Nurse,"2020-06-15 02:52:56",623,Outgoing,32
"Alex Phillips","Florence Fox",Nurse,"2020-05-31 12:31:56",147,Outgoing,19
"Alex Phillips","Anthony Kelly",Nurse,"2020-05-05 12:55:23",791,Outgoing,78
"Alex Phillips","Charlie Stewart",Carer,"2020-06-03 07:40:23",825,Incoming,73
"Alex Phillips","Sophia Wilson",Nurse,"2020-05-01 08:34:03",987,Outgoing,18
"Alex Phillips","Caitlin Ross",Carer,"2020-05-29 09:43:55",335,Incoming,64
"Alex Phillips","Karlie Harrison",Carer,"2020-05-06 05:26:01",108,Outgoing,66
"Alex Phillips","Mohammed Roberts",Nurse,"2020-05-03 11:33:02",243,Incoming,11
"Alex Phillips","Bradley Stewart",Carer,"2020-06-10 12:07:34",515,Outgoing,43
"Alex Phillips","Jim Williams",Carer,"2020-05-10 04:07:29",328,Outgoing,48
"Alex Phillips","Candice Powell",Nurse,"2020-06-07 08:51:49",683,Incoming,53
"Alex Phillips","Quentin Harris",Carer,"2020-04-25 12:54:34",142,Incoming,25
"Alex Phillips","Rachel Lloyd",Carer,"2020-05-11 08:28:45",190,Outgoing,4
"Alex Phillips","Aiden Richardson",Nurse,"2020-05-16 05:49:27",908,Outgoing,31
"Alex Phillips","Michael Miller",Nurse,"2020-06-02 08:15:53",768,Incoming,8
"Alex Phillips","Kelly Walsh",Nurse,"2020-05-01 01:14:36",257,Incoming,92
"Alex Phillips","Ryan Chapman",Nurse,"2020-05-30 05:46:48",574,Outgoing,24
"Alex Phillips","Keith Simpson",Carer,"2020-05-25 01:33:25",462,Incoming,52
"Alex Phillips","Faye Fox",Carer,"2020-05-03 03:17:44",534,Outgoing,46
"Alex Phillips","Rob Campbell",Carer,"2020-05-16 05:56:19",573,Outgoing,58
"Alex Phillips","Charlotte Powell",Nurse,"2020-06-08 11:36:33",849,Incoming,61
"Alex Phillips","Liam Adams",Carer,"2020-04-19 11:12:19",652,Outgoing,8
"Alex Phillips","Nathan Bennett",Carer,"2020-06-10 03:38:31",788,Outgoing,11
"Alex Phillips","Martin Wilkinson",Nurse,"2020-05-18 11:37:04",462,Incoming,86
"Alex Phillips","Donna Holmes",Nurse,"2020-05-06 04:21:07",387,Outgoing,85
"Alex Phillips","Ian Ward",Nurse,"2020-06-13 02:17:00",963,Outgoing,15
"Alex Phillips","Elliott Clark",Carer,"2020-06-12 11:44:03",404,Outgoing,35
"Alex Phillips","Lucas Wright",Carer,"2020-06-07 07:43:47",765,Incoming,20
"Alex Phillips","Chelsea Price",Carer,"2020-04-26 08:58:33",635,Outgoing,43
"Alex Phillips","Carole Hill",Nurse,"2020-04-28 08:26:02",887,Outgoing,35
"Alex Phillips","Martin Wilkinson",Nurse,"2020-06-08 04:55:59",370,Outgoing,60
"Alex Phillips","Ian Ward",Nurse,"2020-04-27 11:56:48",434,Incoming,71
"Alex Phillips","Andrew Davis",Nurse,"2020-05-08 01:01:26",457,Outgoing,100
"Alex Phillips","Abbie Bailey",Carer,"2020-06-13 03:44:45",551,Outgoing,44
"Alex Phillips","Andrew Harrison",Carer,"2020-04-26 03:55:42",971,Outgoing,72
"Alex Phillips","Yasmine Robertson",Nurse,"2020-06-13 12:02:06",861,Incoming,64
"Alex Phillips","Toby Martin",Carer,"2020-06-09 11:16:05",544,Outgoing,19
"Alex Phillips","Alexa Watson",Carer,"2020-05-22 05:48:08",189,Outgoing,69
"Alex Phillips","Sophia Wilson",Nurse,"2020-05-19 09:14:49",179,Incoming,58
"Alex Phillips","Quentin Harris",Carer,"2020-05-28 11:09:01",881,Outgoing,70
"Alex Phillips","Frank Roberts",Carer,"2020-04-18 11:30:31",571,Outgoing,18
"Alex Phillips","Charles Scott",Carer,"2020-06-09 09:27:20",552,Outgoing,83
"Alex Phillips","Emma Robinson",Carer,"2020-05-30 05:56:46",396,Outgoing,34
"Alex Phillips","Emma Smith",Carer,"2020-04-27 12:53:35",113,Incoming,18
"Alex Phillips","Jessica Hunt",Carer,"2020-05-04 05:39:10",353,Outgoing,93
"Alex Phillips","Owen Green",Nurse,"2020-05-31 10:58:14",437,Incoming,18
"Alex Phillips","Caitlin Ross",Carer,"2020-05-09 08:45:02",933,Incoming,9
"Alex Phillips","Toby Martin",Carer,"2020-04-18 04:28:25",211,Outgoing,67
"Alex Phillips","Scott Miller",Carer,"2020-05-26 02:30:40",228,Outgoing,76
"Alex Phillips","Michael Miller",Nurse,"2020-06-04 12:44:48",782,Incoming,46
"Alex Phillips","Elliott Saunders",Carer,"2020-04-16 10:34:40",561,Outgoing,20
"Alex Phillips","Elsie Shaw",Nurse,"2020-05-10 03:54:06",759,Incoming,21
"Alex Phillips","Andrew Harrison",Carer,"2020-04-19 05:26:37",345,Outgoing,74
"Alex Phillips","Andrew Gray",Nurse,"2020-05-24 10:15:21",653,Outgoing,99
"Alex Phillips","Emma Robinson",Carer,"2020-05-04 05:33:18",889,Incoming,53
"Alex Phillips","Lexi Cox",Nurse,"2020-05-07 11:25:49",561,Outgoing,70
"Alex Phillips","Freddie Bell",Carer,"2020-05-29 04:11:12",914,Outgoing,2
"Alex Phillips","Scott Collins",Carer,"2020-05-02 04:23:16",816,Incoming,77
"Alex Phillips","Faye Fox",Carer,"2020-05-01 11:27:31",320,Outgoing,88
"Alex Phillips","Michael Miller",Nurse,"2020-05-13 11:58:49",920,Incoming,98
"Alex Phillips","Kelly Walsh",Nurse,"2020-05-09 02:19:16",605,Outgoing,38
"Alex Phillips","Elsie Shaw",Nurse,"2020-06-16 08:17:19",932,Incoming,8
"Alex Phillips","Caitlin Ross",Carer,"2020-05-03 04:28:56",634,Incoming,8
"Alex Phillips","Yasmine Robertson",Nurse,"2020-05-21 01:16:53",531,Outgoing,20
"Alex Phillips","Charles Scott",Carer,"2020-06-08 08:24:23",902,Incoming,24
"Alex Phillips","Vicky Ellis",Nurse,"2020-05-21 12:12:39",642,Incoming,40
"Alex Phillips","Jessica Hunt",Carer,"2020-05-13 03:41:22",472,Incoming,55
"Alex Phillips","Yasmine Robertson",Nurse,"2020-04-21 07:07:51",594,Incoming,72
"Alex Phillips","Anthony Adams",Nurse,"2020-05-12 10:13:56",553,Incoming,89
"Alex Phillips","Rachel Roberts",Carer,"2020-05-17 08:04:03",258,Outgoing,89
"Alex Phillips","Candice Powell",Nurse,"2020-06-04 10:20:04",556,Outgoing,75
"Alex Phillips","Suzanne Campbell",Carer,"2020-04-30 08:08:51",499,Incoming,95
"Alex Phillips","Michael Phillips",Carer,"2020-05-14 03:45:13",471,Outgoing,97
"Alex Phillips","Naomi Brown",Nurse,"2020-05-04 08:51:25",548,Outgoing,16
"Alex Phillips","Karlie Baker",Nurse,"2020-06-07 12:07:18",386,Incoming,100
"Alex Phillips","Rachel Lloyd",Carer,"2020-04-15 03:57:32",788,Outgoing,59
"Alex Phillips","Stephanie Miller",Nurse,"2020-06-01 03:47:07",726,Outgoing,46
"Alex Phillips","Charlie Martin",Nurse,"2020-05-02 03:59:44",227,Incoming,90
"Alex Phillips","Mark Walsh",Nurse,"2020-04-24 03:03:37",631,Incoming,9
"Alex Phillips","Keith Simpson",Carer,"2020-05-20 08:04:22",332,Outgoing,73
"Alex Phillips","Aiden Richardson",Nurse,"2020-06-16 05:46:15",673,Incoming,52
"Alex Phillips","Joanne Walsh",Nurse,"2020-05-10 09:28:26",674,Outgoing,18
"Alex Phillips","Elliott Clark",Carer,"2020-05-21 04:58:15",507,Incoming,14
"Alex Phillips","Charles Scott",Carer,"2020-05-05 10:46:09",954,Incoming,93
"Alex Phillips","Rowena Smith",Carer,"2020-05-25 10:02:09",486,Outgoing,92
"Alex Phillips","Emma Robinson",Carer,"2020-06-10 08:27:01",983,Outgoing,57
"Alex Phillips","Ken Bennett",Carer,"2020-05-28 03:26:46",673,Incoming,92
"Alex Phillips","Chelsea Price",Carer,"2020-05-29 10:37:25",198,Outgoing,6
"Alex Phillips","Jayden Patel",Carer,"2020-05-03 11:41:00",111,Incoming,20
"Alex Phillips","Charles Scott",Carer,"2020-05-28 07:27:51",434,Outgoing,100
"Alex Phillips","Courtney Price",Carer,"2020-05-06 02:11:47",269,Incoming,93
"Alex Phillips","Rowena Smith",Carer,"2020-05-30 07:41:28",262,Outgoing,33
"Alex Phillips","Callum Johnson",Nurse,"2020-05-18 05:05:32",977,Outgoing,77
"Alex Phillips","Caitlin Ross",Carer,"2020-04-17 02:09:56",737,Incoming,16
"Alex Phillips","Charles Scott",Carer,"2020-05-15 09:41:24",919,Incoming,18
"Alex Phillips","Charlie Stewart",Carer,"2020-06-05 04:31:30",938,Outgoing,2
"Alex Phillips","Yasmine Robertson",Nurse,"2020-05-27 04:25:21",270,Incoming,42
"Alex Phillips","Elliott Clark",Carer,"2020-05-22 07:37:28",797,Outgoing,42
"Alex Phillips","Martin Wilkinson",Nurse,"2020-05-06 01:53:46",867,Incoming,19
"Alex Phillips","Kevin Young",Carer,"2020-05-02 12:42:03",334,Outgoing,74
"Alex Phillips","Emma Smith",Carer,"2020-05-09 05:15:31",713,Incoming,65
"Alex Phillips","Andrew Harrison",Carer,"2020-05-02 02:47:30",401,Incoming,66
"Alex Phillips","Scott Collins",Carer,"2020-06-03 08:09:05",750,Outgoing,0
"Alex Phillips","Sarah Hall",Nurse,"2020-04-21 10:26:45",690,Outgoing,6
"Alex Phillips","Lexi Jones",Nurse,"2020-04-25 08:07:06",674,Outgoing,30
"Alex Phillips","Jessica Hunt",Carer,"2020-04-18 05:03:03",149,Incoming,7
"Alex Phillips","Elizabeth Carter",Nurse,"2020-05-21 12:20:54",865,Outgoing,91
"Alex Phillips","Brandon Evans",Carer,"2020-04-27 09:58:45",249,Outgoing,32
"Alex Phillips","Mark Walsh",Nurse,"2020-05-11 05:17:13",382,Incoming,18
"Alex Phillips","Charlie Stewart",Carer,"2020-05-31 08:29:06",819,Outgoing,57
"Alex Phillips","Alexa Watson",Carer,"2020-06-10 07:59:23",405,Incoming,34
"Alex Phillips","Abbie Bailey",Carer,"2020-05-15 01:05:12",678,Incoming,41
"Alex Phillips","Jeremy Powell",Nurse,"2020-04-19 03:37:30",129,Outgoing,92
"Alex Phillips","Yasmine Robertson",Nurse,"2020-06-04 09:36:28",766,Outgoing,98
"Alex Phillips","Emma Robinson",Carer,"2020-05-28 10:19:52",937,Outgoing,95
"Alex Phillips","Bradley Stewart",Carer,"2020-05-13 07:17:33",979,Incoming,56
"Alex Phillips","Christian Gray",Carer,"2020-05-07 11:55:29",103,Incoming,28
"Alex Phillips","Charles Scott",Carer,"2020-05-03 02:18:47",745,Incoming,97
"Alex Phillips","Donna Holmes",Nurse,"2020-05-31 04:43:44",639,Outgoing,54
"Alex Phillips","Lexi Jones",Nurse,"2020-04-25 01:56:27",106,Incoming,59
"Alex Phillips","Toby Martin",Carer,"2020-05-12 11:24:59",839,Outgoing,47
"Alex Phillips","Scott Miller",Carer,"2020-05-09 07:49:07",132,Incoming,78
"Alex Phillips","Anthony Adams",Nurse,"2020-05-15 12:32:06",335,Outgoing,8
"Alex Phillips","Andy Reid",Carer,"2020-05-15 06:56:08",860,Outgoing,88
"Alex Phillips","Caitlin Ross",Carer,"2020-04-19 06:52:41",691,Outgoing,94
"Alex Phillips","Justine Holmes",Nurse,"2020-05-02 05:21:18",456,Outgoing,80
"Alex Phillips","Ken Bennett",Carer,"2020-05-12 08:23:47",588,Incoming,44
"Alex Phillips","Riley Kennedy",Nurse,"2020-04-23 08:07:55",560,Incoming,95
"Alex Phillips","Anthony Adams",Nurse,"2020-05-05 03:02:43",951,Outgoing,92
"Alex Phillips","Courtney Price",Carer,"2020-05-12 01:30:53",836,Outgoing,84
"Alex Phillips","Brandon Evans",Carer,"2020-04-20 01:27:02",394,Incoming,32
"Alex Phillips","Olivia Shaw",Carer,"2020-05-26 11:44:24",202,Incoming,53
"Alex Phillips","Joanne Walsh",Nurse,"2020-04-25 02:30:17",129,Outgoing,52
"Alex Phillips","Brandon Evans",Carer,"2020-05-18 08:20:46",393,Outgoing,57
"Alex Phillips","Julie Mason",Nurse,"2020-05-26 07:40:42",373,Outgoing,23
"Alex Phillips","Ian Ward",Nurse,"2020-05-21 12:20:01",661,Incoming,40
"Alex Phillips","Lexi Jones",Nurse,"2020-05-26 03:32:28",622,Incoming,4
"Alex Phillips","Elliott Saunders",Carer,"2020-06-05 12:55:42",496,Outgoing,20
"Alex Phillips","Rowena Smith",Carer,"2020-04-19 05:46:12",300,Outgoing,84
"Alex Phillips","Jim Williams",Carer,"2020-04-30 04:45:29",696,Outgoing,47
"Alex Phillips","Karlie Baker",Nurse,"2020-06-09 12:04:56",7631,Outgoing,3
"Alex Phillips","Andrew Davis",Nurse,"2020-06-12 12:10:21",7579,Outgoing,24
"Alex Phillips","Caitlin Ross",Carer,"2020-06-14 11:18:28",5171,Incoming,20
"Alex Phillips","Yasmine Robertson",Nurse,"2020-06-10 09:02:31",6382,Incoming,75
"Alex Phillips","Elliott Saunders",Carer,"2020-06-09 11:55:21",865,Outgoing,18
"Alex Phillips","Rachel Roberts",Carer,"2020-06-10 10:14:35",8776,Incoming,39
"Alex Phillips","Kelly Walsh",Nurse,"2020-06-14 10:45:58",8197,Outgoing,31
"Alex Phillips","Lexi Jones",Nurse,"2020-06-09 10:45:05",2715,Incoming,27
"Alex Phillips","Karlie Harrison",Carer,"2020-06-08 11:48:42",1876,Outgoing,45
"Alex Phillips","Jacob Matthews",Nurse,"2020-06-09 03:27:58",7074,Incoming,7
"Alex Phillips","Anthony Adams",Nurse,"2020-06-13 02:52:48",7938,Incoming,62
"Alex Phillips","Martin Wilkinson",Nurse,"2020-06-10 01:35:01",2123,Outgoing,4
"Alex Phillips","Rob Campbell",Carer,"2020-06-11 12:02:13",2251,Outgoing,15
"Alex Phillips","Vicky Ellis",Nurse,"2020-06-14 01:43:23",1217,Outgoing,22
"Alex Phillips","Candice Powell",Nurse,"2020-06-14 03:31:54",4699,Outgoing,8
"Alex Phillips","Scott Collins",Carer,"2020-06-10 12:16:13",5276,Incoming,23
"Alex Phillips","Karlie Harrison",Carer,"2020-06-08 07:08:54",3459,Incoming,6
"Alex Phillips","Charlie Martin",Nurse,"2020-06-09 01:03:56",6338,Outgoing,34
"Alex Phillips","Lilly Murphy",Carer,"2020-06-15 09:54:00",4542,Outgoing,49
"Alex Phillips","Lexi Cox",Nurse,"2020-06-11 05:04:41",1879,Incoming,88
"Alex Phillips","Jacob Khan",Nurse,"2020-06-09 10:46:29",6773,Outgoing,84
"Alex Phillips","Charlie Martin",Nurse,"2020-06-10 02:37:58",5712,Incoming,74
"Alex Phillips","Keith Simpson",Carer,"2020-06-09 11:45:39",8563,Incoming,98
"Alex Phillips","Courtney Price",Carer,"2020-06-15 11:28:31",9119,Incoming,83
"Alex Phillips","Callum Johnson",Nurse,"2020-06-12 10:17:43",1084,Incoming,68
"Alex Phillips","Naomi Brown",Nurse,"2020-06-08 07:41:50",8036,Outgoing,91
"Alex Phillips","Emma Robinson",Carer,"2020-06-11 11:33:31",1842,Outgoing,63
"Alex Phillips","Jacob Khan",Nurse,"2020-06-08 10:23:37",3362,Incoming,10
"Alex Phillips","Jacob Khan",Nurse,"2020-06-10 02:08:40",1191,Incoming,99
"Alex Phillips","Charles Scott",Carer,"2020-06-10 09:15:24",4725,Incoming,99
"Alex Phillips","Holly Murray",Carer,"2020-06-09 02:32:09",1349,Outgoing,82
"Alex Phillips","Charlie Martin",Nurse,"2020-06-15 02:09:47",8872,Outgoing,64
"Alex Phillips","Ian Ward",Nurse,"2020-06-12 12:48:18",596,Incoming,54
"Alex Phillips","Nathan Bennett",Carer,"2020-06-14 12:26:11",2223,Incoming,9
